E. I. N.,Name,In Care of Name,Address,City,State,Zip Code,Asset Amount,Income Amount,Form 990 Revenue Amount
660691450,BADEA-MARINI INC                                                      ,% LIZETTE E BADEA                  ,PO BOX 915                         ,SAN GERMAN            ,PR,00683-0915,$1.00,$0.00,$0.00
660272821,BALDWIN SCHOOL OF PUERTO RICO INC                                     ,                                   ,PO BOX 1827                        ,BAYAMON               ,PR,00960-1827,"$19,565,766.00","$9,844,591.00","$9,804,952.00"
660390749,BALLET CONCIERTO DE PUERTO RICO INC                                   ,                                   ,PO BOX 41265                       ,SAN JUAN              ,PR,00940-1265,"$565,272.00","$944,763.00","$944,763.00"
660567889,BALLET FOLKLORICO GUAMANIQUE INC                                      ,% EDUARDO CALDERON                 ,PO BOX 1656                        ,MANATI                ,PR,00674-1656,"$64,125.00","$120,325.00","$120,325.00"
660703347,BANCO DE DESARROLLO CENTRO ORIENTAL                                   ,                                   ,CALLE RUIZ BLEVIS ESQUINA MUNOZ RIV,CAGUAS                ,PR,00725-0000,             ,             ,             
660621939,BANDA COMUNITARIA DE SAN SEBASTIAN INC                                ,% GUALBERTO AYMAT                  ,2 CALLE JUAN F CORTES              ,SAN SEBASTIAN         ,PR,00685-2416,$0.00,$0.00,$0.00
660504518,BEACON OF LIGHT UNITY CHURCH                                          ,                                   ,408 CALLE FIDALGO DIAZ             ,SAN JUAN              ,PR,00912-3850,             ,             ,             
660605056,BEATUS ILE INC                                                        ,% VIVIAN ROMAN LANDRON             ,273 B ROBERTO CLEMENTE EXT SAN AGU ,SAN JUAN              ,PR,00926-0000,$0.00,$0.00,$0.00
660204776,BELLA VISTA HOSPITAL INC                                              ,                                   ,PO BOX 1750                        ,MAYAGUEZ              ,PR,00681-1750,             ,             ,             
660553535,BELLA VISTA YAUCO INC                                                 ,% NEMUEL O ARTILES                 ,CARRET 128 KM 1 0                  ,YAUCO                 ,PR,00698-0000,             ,             ,             
660176861,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA                      ,                                   ,PO BOX 191982                      ,SAN JUAN              ,PR,00919-1982,$0.00,$0.00,$0.00
660736115,BETA-LOCAL INC                                                        ,% MICHELLE MARXUACH                ,208 CALLE LUNA ESQ SAN JUSTO       ,SAN JUAN              ,PR,00901-0000,             ,             ,             
660360258,BIBLIOTECA JANE STERN                                                 ,                                   ,CENTRO DE GOBIERNO CALLE MENDEZ V  ,DORADO                ,PR,00646-0000,"$114,434.00","$424,207.00","$424,207.00"
660547583,BIG BROTHERS BIG SISTERS OF PUERTO RICO INC                           ,                                   ,35 CALLE JUAN C BORBON STE 67      ,GUAYNABO              ,PR,00969-5375,"$20,382.00","$156,280.00","$128,110.00"
660493399,BILLS KITCHEN INC                                                     ,                                   ,PO BOX 195678                      ,SAN JUAN              ,PR,00919-5678,"$1,463,389.00","$1,439,820.00","$1,439,820.00"
660688397,BMW CAR CLUB OF AMERICA INC                                           ,% RAMON A VELEZ                    ,PO BOX 192033                      ,SAN JUAN              ,PR,00919-2033,$0.00,$0.00,$0.00
660201809,BOY SCOUTS OF AMERICA                                                 ,                                   ,AVE ESMERALDO 405 STE 120 PMB 661  ,GUAYNABO              ,PR,00969-0000,             ,             ,             
660327584,BOYS & GIRLS CLUBS OF PUERTO RICO INC                                 ,% JOSE CAMPOS                      ,PO BOX 79526                       ,CAROLINA              ,PR,00984-9526,"$1,815,910.00","$6,430,375.00","$6,430,375.00"
042622178,BRIGHTWOOD DEVELOPMENT CORP                                           ,                                   ,DE DIEGO 14 105                    ,MAYAGUEZ              ,PR,00680-0000,"$5,468,198.00","$1,738,460.00","$1,738,460.00"
660585252,BRISAS DE CEIBA CORP                                                  ,% PEDRO CANALES                    ,8 ST SAN JORGE 42                  ,CEIBA                 ,PR,00735-0000,"$2,690,081.00","$272,328.00","$272,328.00"
660726217,CACUMEN CREATIVO                                                      ,% EDUARDO AGUIAR                   ,134 PIRATES COVE ST                ,CEIBA                 ,PR,00735-0000,             ,             ,             
660567097,CALVARY CHAPEL OF PUERTO RICO INC                                     ,% PASTOR DANIEL CRESPO             ,405 AVE ESMERALDA STE 2            ,GUAYNABO              ,PR,00969-4466,             ,             ,             
660449920,CALVARY EVANGELISTIC MISSION INC                                      ,                                   ,1409 PONCE DE LEON                 ,SAN JUAN              ,PR,00907-4028,"$2,802,354.00","$957,351.00","$957,351.00"
660190492,CAMARA DE COMERCIO DE PONCE Y SUR DE PUERTO RICO                      ,                                   ,PO BOX 7455                        ,PONCE                 ,PR,00732-7455,"$375,597.00","$328,248.00","$328,248.00"
660428652,CAMUY HEALTH SERVICES INC                                             ,                                   ,PO BOX 660                         ,CAMUY                 ,PR,00627-0660,"$5,051,611.00","$9,519,772.00","$9,519,772.00"
660683483,CARIBBEAN BBQ ASSOCIATION INC                                         ,% DAVID A BENNETT                  ,1301 MAGDALENA AVE CONDADO PARK    ,SAN JUAN              ,PR,00907-0000,"$5,857.00","$5,205.00","$5,205.00"
660547619,CARIBBEAN CENTER FOR MARINE STUDIES INC                               ,                                   ,PO BOX 585                         ,LAJAS                 ,PR,00667-0585,$0.00,$0.00,$0.00
237283277,CARIBBEAN CHRISTIAN CRUSADE INC                                       ,                                   ,PO BOX 4242                        ,MAYAGUEZ              ,PR,00681-4242,$0.00,$0.00,$0.00
660258767,CARIBBEAN CONSOLIDATED SCHOOLS INC                                    ,% CARIBBEAN PREPARATORY SCHOOL     ,PO BOX 70177                       ,SAN JUAN              ,PR,00936-8177,"$8,439,866.00","$7,658,110.00","$7,658,110.00"
521784480,CARIBBEAN ENVIRONMENT AND DEVELOPMENT INSTITUTE                       ,% MARVIN B DURNING                 ,PO BOX 363507                      ,SAN JUAN              ,PR,00936-3507,"$176,673.00",$53.00,$53.00
660453058,CARIBBEAN HOTEL FOUNDATION INC                                        ,                                   ,PO BOX 9386                        ,SAN JUAN              ,PR,00908-0386,"$376,808.00","$119,865.00","$119,865.00"
660234885,CARIBBEAN SCHOOL INC                                                  ,                                   ,1689 CALLE NAVARRA                 ,PONCE                 ,PR,00730-4043,"$3,830,425.00","$3,369,820.00","$3,369,820.00"
237409172,CARIBBEAN UNIVERSITY                                                  ,                                   ,PO BOX 493                         ,BAYAMON               ,PR,00960-0493,"$55,767,113.00","$35,677,256.00","$35,677,256.00"
660200470,CARIBE GIRL SCOUTS COUNCIL INC                                        ,                                   ,500 CALLE E COLBERG                ,SAN JUAN              ,PR,00907-2607,"$3,192,371.00","$2,124,243.00","$1,315,428.00"
660650786,CARIBE GYN INC                                                        ,% FELIX HERNANDEZ RODRIGUEZ        ,PO BOX 1208                        ,PENUELAS              ,PR,00624-1208,"$5,541.00","$363,888.00","$363,888.00"
660226500,CARIBEAN SYNOD OF THE EVANGELICAL LUTHERAN CHURCH IN AMERICA          ,                                   ,425 RD 693 STE 1 PMB 359           ,DORADO                ,PR,00646-0000,             ,             ,             
660234412,CARLOS ALBIZU UNIVERSITY                                              ,                                   ,PO BOX 9023711                     ,SAN JUAN              ,PR,00902-3711,"$40,819,725.00","$28,922,372.00","$28,670,830.00"
660726399,CARLOS BELTRAN BASEBALL ACADEMY INC                                   ,% ALICIA VARGAS                    ,PO BOX 20000PMB 412                ,CANOVANAS             ,PR,00729-0000,"$4,568,357.00","$737,044.00","$498,347.00"
660389527,CASA CASTANER INC                                                     ,% DOMINGO MONROIG RUIZ             ,PO BOX 1026                        ,CASTANER              ,PR,00631-1026,             ,             ,             
660502690,CASA DE LA BONDAD INC                                                 ,                                   ,PO BOX 8999                        ,HUMACAO               ,PR,00792-8999,"$148,259.00","$483,044.00","$483,044.00"
660191935,CASA DE NINOS MANUEL FERNANDEZ JUNCOS INC                             ,                                   ,PO BOX 9020163                     ,SAN JUAN              ,PR,00902-0163,"$1,254,403.00","$786,502.00","$786,502.00"
311425199,CASA DE RESTAURACION LA NUEVA JERUSALEN                               ,                                   ,PO BOX 2324                        ,MOCA                  ,PR,00676-2324,             ,             ,             
660530978,CASA DE SALVACION INC                                                 ,% ANDRES RIVERA SOUFFRONT          ,503 YOYO BELMONTE ST               ,SAN JUAN              ,PR,00923-0000,             ,             ,             
660541904,CASA DEL PEREGRINO                                                    ,% CARMEN A ROSARIO                 ,PO BOX 3837                        ,AGUADILLA             ,PR,00605-3837,"$2,172,226.00","$1,309,677.00","$1,309,677.00"
660508652,CASA JOVEN DEL CARIBE INC                                             ,% ALICE AYALA AGOSTO               ,PO BOX 694                         ,DORADO                ,PR,00646-0694,"$276,855.00","$920,724.00","$920,724.00"
660540316,CASA JUAN BOSCO INC                                                   ,                                   ,PO BOX 1836                        ,AGUADILLA             ,PR,00605-1836,"$1,075,683.00","$185,187.00","$185,187.00"
660745289,CASA JUAN PABLO II                                                    ,% JAVIER AQUINO-FLORENCIANI        ,PO BOX 3011                        ,SAN GERMAN            ,PR,00683-3011,             ,             ,             
660276597,CASA LA PROVIDENCIA                                                   ,                                   ,PO BOX 9020614                     ,SAN JUAN              ,PR,00902-0614,"$286,137.00","$432,034.00","$432,034.00"
660588387,CASA LAURA VICUNA INC                                                 ,% ORLANDO FIGUEROA OLIVERAS        ,P 1006 BARRIADA MORALES            ,CAGUAS                ,PR,00725-0000,"$150,307.00","$108,420.00","$108,420.00"
660256735,CASA MANRESA CALLE DEGETAU                                            ,                                   ,PO BOX 1319                        ,AIBONITO              ,PR,00705-1319,"$858,910.00","$1,130,860.00","$1,107,456.00"
660652471,CASA MISERICORDIA INC                                                 ,% JORGE CARRASQUILLO               ,PO BOX 1039                        ,SABANA SECA           ,PR,00952-1039,$0.00,$0.00,$0.00
660625666,CASA PEPINIANA DE LA CULTURA INC                                      ,% SEBASTIAN VERA PENA              ,PO BOX 5137                        ,SAN SEBASTIAN         ,PR,00685-5137,"$29,578.00","$68,587.00","$68,587.00"
660387659,CASA PROTEGIDA JULIA DE                                               ,                                   ,PO BOX 362433                      ,SAN JUAN              ,PR,00936-2433,"$497,000.00","$1,226,648.00","$1,226,648.00"
660420245,CASA SAN GERARDO INC                                                  ,                                   ,PO BOX 7182                        ,CAGUAS                ,PR,00726-7182,"$95,773.00","$39,371.00","$39,371.00"
660608987,CASTILLO DE ANGELES INC                                               ,% CALLE 12 INTERIOR PARCELA        ,CALLE A 262 A BO SAN ISIDRO        ,CANOVANAS             ,PR,00729-0000,"$84,733.00","$166,193.00","$166,193.00"
